carat,cut,color,clarity,depth,table,x,y,z,price,pred_m3,pred_final,desvio_pct
2.01,Good,H,VS1,57.6,63.0,8.23,8.25,4.75,18340,18244.16,14707.05,24.7
0.4,Premium,F,VVS2,60.8,59.0,4.76,4.72,2.88,1163,1242.33,1133.93,2.56
0.73,Ideal,I,VVS2,61.9,55.0,5.8,5.84,3.6,2513,2993.3,2724.21,-7.75
0.3,Ideal,F,VVS1,62.1,55.0,4.32,4.31,2.68,1114,790.99,965.26,15.41
1.35,Premium,I,SI2,62.3,59.0,7.09,7.03,4.4,5919,5530.33,5431.85,8.97
0.51,Very Good,H,VS2,61.4,55.8,5.14,5.19,3.17,1436,1337.03,1370.36,4.79
0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,1230,1301.08,1240.88,-0.88
1.75,Premium,E,SI2,62.5,59.0,7.71,7.63,4.79,11655,12364.76,11424.39,2.02
1.26,Ideal,F,SI2,62.7,58.0,6.91,6.87,4.32,6277,6545.29,6186.53,1.46
0.23,Very Good,F,VS1,59.8,57.0,4.04,4.06,2.42,402,373.73,430.37,-6.59
0.56,Ideal,F,VVS2,62.3,54.0,5.29,5.34,3.31,2281,2394.27,2327.46,-2.0
1.8,Ideal,F,SI1,61.9,56.0,7.78,7.87,4.84,14814,15127.66,15972.21,-7.25
1.0,Ideal,F,SI1,62.0,57.0,6.37,6.43,3.97,5197,5001.27,5293.05,-1.81
1.55,Very Good,H,SI1,63.2,57.0,7.35,7.31,4.64,7066,9346.88,9477.89,-25.45
0.31,Ideal,H,SI1,61.9,56.0,4.38,4.35,2.7,595,471.84,581.96,2.24
1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24,5807,5272.98,5356.19,8.42
0.71,Ideal,F,SI2,61.6,56.0,5.73,5.67,3.51,2168,2222.48,2177.11,-0.42
0.38,Very Good,G,SI1,62.1,54.0,4.64,4.67,2.9,755,722.61,642.73,17.47
1.54,Premium,H,I1,62.0,60.0,7.4,7.32,4.56,5071,5171.1,4581.94,10.67
1.5,Premium,G,VS2,61.2,61.0,7.34,7.29,4.48,12308,11373.24,11937.78,3.1
0.3,Ideal,D,VS2,62.3,56.0,4.29,4.32,2.68,710,662.3,695.2,2.13
0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1092,1075.61,949.17,15.05
0.3,Good,H,SI1,63.4,58.0,4.21,4.24,2.68,421,408.2,452.1,-6.88
0.4,Premium,G,SI1,62.0,59.0,4.71,4.74,2.93,702,813.6,742.87,-5.5
1.0,Ideal,G,VS2,58.9,60.0,6.53,6.58,3.86,6235,5420.83,6279.75,-0.71
2.0,Good,H,VS2,63.8,59.0,7.88,8.01,5.07,18023,16860.74,16617.14,8.46
0.7,Ideal,I,VS1,61.5,56.0,5.71,5.75,3.52,2924,2411.42,2535.45,15.32
1.01,Premium,I,SI2,60.5,61.0,6.47,6.42,3.9,3761,3202.31,3535.13,6.39
0.31,Ideal,G,VS1,61.3,56.0,4.36,4.38,2.68,625,640.39,639.33,-2.24
0.5,Good,H,VS2,56.3,65.0,5.21,5.24,2.94,1239,1239.27,1202.09,3.07
1.12,Ideal,F,SI2,61.8,56.0,6.65,6.68,4.12,5277,5243.31,5099.81,3.47
0.5,Ideal,D,SI1,60.9,57.0,5.18,5.14,3.14,1654,1493.72,1546.76,6.93
0.51,Very Good,G,VVS2,62.2,56.0,5.1,5.13,3.18,1762,1793.92,1829.69,-3.7
0.53,Ideal,F,VVS1,61.4,57.0,5.2,5.23,3.2,2834,2309.8,2487.46,13.93
0.32,Ideal,E,SI1,61.9,56.0,4.43,4.39,2.73,720,609.02,743.69,-3.19
0.31,Ideal,G,VVS1,61.9,55.0,4.3,4.36,2.68,816,786.01,774.52,5.36
0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,1010,965.44,842.41,19.89
0.52,Premium,D,SI1,59.7,60.0,5.26,5.19,3.12,1344,1572.44,1597.74,-15.88
1.57,Very Good,D,SI1,58.9,58.0,7.57,7.63,4.48,12697,12322.13,12731.85,-0.27
2.09,Very Good,I,SI2,63.1,60.0,8.04,8.12,5.1,13500,12320.28,13954.38,-3.26
1.03,Premium,G,SI2,59.9,60.0,6.56,6.5,3.91,4413,4090.46,4102.57,7.57
0.55,Very Good,G,SI1,60.7,56.0,5.32,5.38,3.25,1141,1449.72,1384.18,-17.57
0.72,Ideal,G,VS1,61.5,57.0,5.74,5.79,3.54,3478,3130.28,3165.18,9.88
0.34,Premium,E,SI2,61.7,61.0,4.51,4.47,2.77,612,565.3,614.74,-0.45
1.24,Ideal,F,VS1,62.2,55.0,6.89,6.87,4.28,9333,9326.27,10550.05,-11.54
0.34,Premium,G,VS2,60.2,58.0,4.51,4.56,2.73,596,695.1,634.16,-6.02
0.4,Ideal,D,SI1,61.8,55.0,4.78,4.74,2.94,990,981.26,965.56,2.53
1.2,Ideal,J,VS2,62.3,57.0,6.82,6.75,4.23,4927,5384.26,5226.05,-5.72
2.02,Good,I,VS1,57.9,63.0,8.13,8.21,4.73,17533,16324.63,14406.58,21.7
0.42,Premium,G,VS1,60.8,59.0,4.79,4.85,2.93,921,1109.23,938.78,-1.89
0.51,Very Good,E,VS2,63.1,57.0,5.12,5.08,3.22,1662,1625.58,1652.03,0.6
0.92,Premium,F,SI1,62.6,59.0,6.23,6.19,3.89,3684,4179.46,4154.32,-11.32
0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,1689,1762.86,1736.9,-2.76
0.3,Ideal,E,VS1,62.5,56.0,4.3,4.28,2.68,778,670.75,812.66,-4.27
0.3,Ideal,G,IF,61.5,55.0,4.33,4.35,2.67,863,816.83,873.11,-1.16
0.42,Premium,F,VS2,61.9,58.0,4.76,4.8,2.96,884,1107.67,917.98,-3.7
0.5,Ideal,F,VVS2,62.0,55.0,5.12,5.1,3.17,2160,1934.17,2068.3,4.43
0.41,Ideal,F,VS1,61.9,55.0,4.76,4.8,2.96,1007,1160.49,986.25,2.1
0.56,Ideal,E,VS2,60.7,57.0,5.34,5.31,3.23,1915,2026.86,1859.15,3.0
0.55,Ideal,E,SI1,61.8,58.0,5.24,5.28,3.25,1609,1688.68,1513.66,6.3
0.3,Ideal,F,VVS1,62.2,56.0,4.28,4.3,2.67,814,790.99,835.23,-2.54
1.01,Premium,D,VS2,60.0,59.0,6.53,6.48,3.9,7508,6368.43,6961.67,7.85
0.41,Ideal,E,VS2,61.8,54.0,4.79,4.76,2.95,999,1126.81,1047.02,-4.59
2.0,Good,J,VS2,61.4,63.0,8.01,8.08,4.94,13542,12964.87,13279.84,1.97
1.5,Good,E,VS2,57.8,63.0,7.58,7.53,4.37,14565,11925.52,13266.92,9.78
1.14,Very Good,J,SI2,62.4,57.0,6.66,6.7,4.17,4470,3413.14,4042.52,10.57
0.46,Ideal,G,IF,60.9,57.0,4.98,5.01,3.04,1560,1826.82,1731.36,-9.9
1.13,Ideal,H,SI2,62.1,55.0,6.65,6.68,4.14,4932,4564.42,4717.75,4.54
0.31,Ideal,G,VS1,61.5,54.0,4.39,4.43,2.71,658,640.39,627.07,4.93
1.01,Very Good,F,VVS1,62.9,57.0,6.35,6.41,4.01,10019,7440.24,9444.17,6.09
0.31,Ideal,I,VS1,61.9,54.5,4.33,4.36,2.69,502,520.2,471.34,6.5
0.82,Good,E,SI2,61.8,56.0,5.95,5.99,3.69,3050,2791.9,2791.76,9.25
0.61,Ideal,F,VVS2,61.1,57.0,5.47,5.49,3.34,3248,2812.64,2619.14,24.01
0.6,Fair,F,VVS2,60.1,66.0,5.48,5.44,3.28,2484,2319.99,2575.41,-3.55
0.31,Ideal,D,SI1,63.0,55.0,4.34,4.32,2.73,732,607.2,728.64,0.46
0.32,Very Good,I,VS2,63.0,55.0,4.34,4.39,2.75,449,492.76,450.87,-0.41
0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,3704,3396.18,3392.24,9.19
1.02,Ideal,G,SI1,62.4,56.0,6.42,6.37,3.99,4044,4849.74,5065.54,-20.17
0.5,Very Good,F,VS1,62.0,58.0,5.08,5.11,3.16,1692,1612.9,1687.74,0.25
0.9,Premium,F,SI1,61.7,62.0,6.19,6.13,3.8,3936,4010.01,3904.85,0.8
1.01,Ideal,D,SI1,62.2,54.0,6.42,6.45,4.0,6257,5613.87,5936.25,5.4
0.9,Good,E,SI1,63.9,57.0,6.05,6.1,3.88,4463,3928.1,4024.84,10.89
2.01,Ideal,H,SI2,62.3,57.0,8.1,8.04,5.03,12762,13501.13,14258.57,-10.5
0.31,Ideal,F,VS2,62.4,56.0,4.34,4.31,2.7,802,639.48,797.71,0.54
0.7,Ideal,H,VVS1,62.0,57.0,5.66,5.7,3.52,2541,3338.87,2882.78,-11.86
0.33,Premium,E,VVS1,60.1,58.0,4.47,4.51,2.7,984,963.21,960.49,2.45
0.33,Very Good,I,VVS1,61.7,61.0,4.43,4.45,2.74,608,687.0,612.51,-0.74
0.73,Ideal,D,VS2,61.4,56.0,5.78,5.81,3.56,3528,3534.24,3519.9,0.23
0.3,Very Good,G,VS2,61.8,60.0,4.29,4.25,2.64,505,537.19,622.06,-18.82
0.25,Very Good,D,VVS2,62.8,56.0,4.0,4.03,2.52,548,552.53,562.48,-2.57
1.17,Ideal,D,SI2,62.5,56.0,6.77,6.7,4.21,5412,6271.45,5697.33,-5.01
0.35,Ideal,D,SI2,62.2,56.0,4.52,4.55,2.82,522,646.29,528.66,-1.26
1.02,Very Good,H,SI1,64.4,59.0,6.24,6.36,4.06,5047,4250.66,4602.5,9.66
0.3,Ideal,H,VVS2,62.1,56.0,4.32,4.28,2.67,776,632.78,743.27,4.4
1.5,Fair,G,VVS2,64.8,56.0,7.18,7.12,4.63,13553,12169.48,11585.44,16.98
1.01,Ideal,H,SI1,62.6,55.0,6.43,6.39,4.01,4836,4362.42,4720.18,2.45
1.51,Very Good,I,VS2,60.4,58.0,7.36,7.42,4.46,9178,9151.4,9509.78,-3.49
0.92,Premium,H,VS2,61.3,58.0,6.21,6.26,3.82,4077,4151.18,4028.69,1.2
0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,665,677.14,690.15,-3.64
1.0,Premium,G,VS2,58.6,61.0,6.61,6.57,3.86,6048,5300.23,5870.7,3.02
1.01,Premium,D,SI1,62.6,58.0,6.44,6.33,4.0,5543,5488.97,5592.92,-0.89
0.7,Very Good,I,VVS1,59.5,58.0,5.78,5.81,3.45,2484,2830.95,2466.18,0.72
1.13,Very Good,I,SI2,59.9,57.0,6.76,6.8,4.06,4195,3870.06,4344.48,-3.44
1.01,Premium,G,VS2,62.1,54.0,6.5,6.36,3.99,6108,5400.48,5797.68,5.35
1.03,Ideal,G,VS1,60.8,57.0,6.55,6.57,3.99,7587,6143.38,7106.15,6.77
0.51,Very Good,D,VS1,62.2,59.0,5.1,5.13,3.18,1959,1844.36,1939.68,1.0
0.9,Very Good,D,SI2,62.9,56.0,6.09,6.19,3.86,4078,3659.97,3996.42,2.04
1.1,Premium,I,SI1,60.4,61.0,6.73,6.69,4.05,4312,4440.43,4519.0,-4.58
0.78,Ideal,G,SI2,61.7,55.0,5.92,5.88,3.64,2246,2478.44,2489.22,-9.77
1.5,Ideal,I,I1,61.3,57.0,7.39,7.36,4.52,5695,4461.62,4987.2,14.19
2.0,Very Good,H,SI1,63.3,59.0,8.03,7.96,5.06,17760,15104.88,15591.89,13.91
1.01,Ideal,G,VS1,61.9,54.0,6.44,6.48,4.0,7179,5920.68,7057.31,1.72
1.0,Premium,D,VVS2,63.0,59.0,6.38,6.35,4.01,9918,7684.63,9476.39,4.66
1.16,Ideal,G,VS1,60.9,55.0,6.79,6.84,4.15,9248,7684.44,8119.09,13.9
0.37,Ideal,G,IF,61.2,56.0,4.61,4.64,2.83,1056,1212.39,1032.59,2.27
0.39,Ideal,D,VVS2,60.0,56.0,4.77,4.79,2.87,1018,1334.59,1188.95,-14.38
0.55,Very Good,G,SI1,60.1,61.0,5.32,5.29,3.19,1316,1449.72,1342.03,-1.94
1.04,Premium,E,SI2,61.6,59.0,6.55,6.57,4.04,4164,4640.95,4564.58,-8.78
0.35,Ideal,G,VVS1,61.0,56.0,4.56,4.59,2.79,887,987.82,897.52,-1.17
0.34,Premium,I,VVS1,61.9,58.0,4.52,4.43,2.77,803,742.9,764.59,5.02
1.01,Good,E,VS2,63.9,59.0,6.34,6.31,4.04,6968,5662.73,6128.87,13.69
1.21,Premium,G,VVS2,59.6,60.0,6.91,6.89,4.11,9541,9330.64,9147.58,4.3
0.3,Premium,H,IF,60.4,60.0,4.3,4.34,2.61,789,731.86,747.87,5.5
1.12,Ideal,G,SI1,62.0,55.0,6.65,6.68,4.13,5451,5783.68,5726.93,-4.82
1.01,Very Good,E,SI1,61.1,57.0,6.44,6.5,3.95,4563,5073.02,5289.16,-13.73
0.58,Very Good,E,VVS1,59.4,63.0,5.42,5.32,3.19,2568,2724.89,2620.3,-2.0
0.3,Very Good,G,IF,61.4,58.0,4.27,4.33,2.64,774,781.27,764.85,1.2
1.13,Premium,G,VS2,60.1,59.0,6.82,6.75,4.08,6561,6671.82,6737.76,-2.62
1.01,Good,H,I1,63.2,58.0,6.33,6.39,4.02,3110,2199.22,2948.3,5.48
0.3,Very Good,D,SI1,62.3,57.0,4.26,4.31,2.67,524,545.99,538.33,-2.66
0.32,Ideal,G,VVS1,61.8,54.0,4.4,4.43,2.73,814,834.44,804.77,1.15
1.91,Ideal,J,SI1,60.7,56.0,8.01,8.09,4.89,11447,11134.81,11960.56,-4.29
0.32,Premium,G,SI1,62.6,58.0,4.37,4.35,2.73,612,534.47,627.7,-2.5
0.35,Ideal,I,VS1,62.1,54.0,4.54,4.57,2.83,571,653.76,561.3,1.73
0.41,Ideal,G,VS1,61.9,57.0,4.81,4.76,2.96,961,1084.14,1021.0,-5.88
0.32,Ideal,H,VS2,62.0,57.0,4.35,4.39,2.71,505,581.17,509.87,-0.96
0.31,Very Good,G,SI2,63.3,54.0,4.34,4.29,2.73,523,417.11,523.77,-0.15
0.93,Ideal,G,SI1,62.2,58.0,6.2,6.24,3.87,4666,4075.45,4274.86,9.15
0.3,Very Good,D,VS1,61.2,55.0,4.32,4.34,2.65,610,679.04,677.05,-9.9
0.33,Ideal,G,VS2,62.0,57.0,4.47,4.44,2.76,743,672.05,760.39,-2.29
0.58,Ideal,E,VS2,62.3,54.0,5.39,5.43,3.37,1683,2165.32,1959.57,-14.11
1.0,Good,D,VS1,62.7,62.0,6.21,6.23,3.9,7672,6305.56,6399.93,19.88
0.3,Ideal,D,VS2,61.8,55.0,4.35,4.32,2.68,778,662.3,903.24,-13.87
0.7,Ideal,E,SI1,61.4,57.0,5.71,5.75,3.52,2656,2659.31,2798.11,-5.08
0.38,Ideal,G,VVS1,61.7,55.0,4.67,4.7,2.89,993,1153.27,1044.91,-4.97
0.52,Ideal,F,VVS2,62.0,55.0,5.16,5.2,3.21,2168,2082.42,2200.02,-1.46
2.0,Ideal,G,SI1,61.7,55.0,8.11,8.07,4.99,13675,17233.75,16833.26,-18.76
0.4,Ideal,F,VVS2,62.2,55.0,4.75,4.77,2.96,1012,1270.59,1077.96,-6.12
0.7,Fair,G,VVS2,64.5,61.0,5.43,5.52,3.53,2595,2897.3,2568.95,1.01
0.4,Premium,E,SI1,62.6,59.0,4.71,4.68,2.94,945,906.45,912.76,3.53
1.01,Very Good,I,SI1,62.8,58.0,6.37,6.4,4.01,3888,3698.79,4206.75,-7.58
0.31,Ideal,G,VS1,62.7,57.0,4.34,4.31,2.71,695,640.39,792.46,-12.3
1.21,Fair,J,SI1,65.3,60.0,6.6,6.51,4.28,4147,4011.07,4248.68,-2.39
1.01,Very Good,E,VVS1,63.1,57.0,6.39,6.36,4.02,10891,7743.98,10029.99,8.58
0.76,Very Good,H,IF,62.6,57.0,5.8,5.83,3.64,3367,4121.39,3430.83,-1.86
0.73,Very Good,G,VS1,62.0,57.0,5.75,5.8,3.58,2825,3072.81,3007.93,-6.08
1.02,Premium,F,SI2,60.0,60.0,6.57,6.53,3.93,4284,4298.82,4265.65,0.43
0.31,Ideal,D,VS2,62.1,55.0,4.32,4.38,2.7,636,704.49,710.33,-10.46
0.32,Ideal,G,VS1,62.5,57.0,4.37,4.34,2.72,718,679.84,802.75,-10.56
0.4,Ideal,G,VVS2,61.5,57.0,4.74,4.76,2.92,1172,1187.0,1020.93,14.8
0.3,Ideal,E,SI1,62.9,56.0,4.31,4.24,2.69,675,539.32,675.14,-0.02
0.57,Good,H,SI1,63.1,54.0,5.28,5.3,3.34,1218,1367.03,1243.1,-2.02
0.35,Premium,F,SI1,62.3,58.0,4.49,4.53,2.81,583,677.28,602.58,-3.25
1.5,Premium,G,I1,60.3,61.0,7.39,7.34,4.44,5914,5370.25,4592.51,28.77
0.31,Ideal,G,VS2,61.6,55.0,4.39,4.37,2.7,698,597.41,695.4,0.37
0.3,Ideal,D,VS1,62.0,54.0,4.3,4.34,2.68,661,709.95,722.41,-8.5
0.93,Premium,D,SI1,60.8,60.0,6.3,6.24,3.81,3812,4699.0,4698.63,-18.87
0.5,Good,F,VS2,63.6,57.0,5.03,5.07,3.21,1436,1447.62,1489.24,-3.57
0.38,Very Good,H,SI2,63.4,57.0,4.63,4.58,2.92,702,560.81,669.14,4.91
0.58,Very Good,F,SI1,62.6,57.0,5.24,5.36,3.32,1373,1715.04,1424.87,-3.64
1.0,Very Good,D,VS2,62.6,56.0,6.33,6.39,3.98,6881,6114.17,6896.82,-0.23
0.93,Ideal,E,VS2,62.4,56.0,6.26,6.3,3.92,5411,5268.06,5586.62,-3.14
0.72,Good,E,SI2,57.9,56.0,5.93,5.85,3.41,2308,2185.45,2061.79,11.94
0.91,Very Good,E,SI1,62.3,59.0,6.18,6.21,3.86,4914,4168.71,4424.91,11.05
0.9,Good,H,VS2,63.6,58.0,6.11,6.09,3.88,3881,3748.5,3757.52,3.29
1.01,Premium,G,VS2,62.4,58.0,6.41,6.38,3.99,6108,5400.48,5951.66,2.63
1.01,Ideal,G,SI1,62.6,56.0,6.41,6.44,4.02,5576,4760.6,5166.62,7.92
1.21,Premium,H,SI2,62.7,59.0,6.75,6.78,4.24,5324,5076.38,5046.23,5.5
0.33,Ideal,E,VS2,61.3,55.0,4.46,4.5,2.75,738,748.75,746.06,-1.08
0.41,Premium,F,SI1,61.0,60.0,4.81,4.77,2.92,969,912.35,915.19,5.88
0.54,Premium,D,VS2,61.1,55.0,5.37,5.24,3.24,1993,1958.75,1935.34,2.98
1.75,Ideal,I,SI1,61.8,56.0,7.67,7.71,4.75,13393,10886.91,11359.43,17.9
1.01,Very Good,I,VS1,63.4,57.0,6.32,6.39,4.03,5041,4600.13,5018.87,0.44
1.12,Ideal,D,SI2,62.6,57.0,6.61,6.65,4.15,5456,5776.31,5272.98,3.47
0.33,Very Good,D,VS2,60.8,60.0,4.52,4.46,2.73,615,758.01,843.21,-27.06
0.33,Premium,F,SI2,63.0,58.0,4.42,4.4,2.78,557,513.44,558.35,-0.24
1.44,Ideal,G,I1,63.2,55.0,7.21,7.18,4.54,6096,5086.06,5027.22,21.26
1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,7533,6385.16,7301.47,3.17
1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,4101,3393.7,4010.2,2.26
0.33,Ideal,E,VS2,60.3,57.0,4.54,4.51,2.73,928,748.75,864.63,7.33
0.34,Premium,H,VVS1,61.2,58.0,4.48,4.51,2.75,672,838.04,786.43,-14.55
0.33,Premium,H,VS2,62.4,58.0,4.39,4.42,2.75,521,602.14,527.21,-1.18
0.42,Good,D,SI2,63.1,56.0,4.74,4.8,3.01,653,838.34,631.36,3.43
1.21,Premium,F,VS1,61.3,57.0,6.9,6.86,4.22,8879,8707.8,9038.41,-1.76
2.13,Premium,I,SI2,59.8,58.0,8.43,8.37,5.02,12980,13052.15,14202.98,-8.61
0.7,Good,D,VVS2,63.6,57.0,5.61,5.58,3.56,3312,3694.83,3583.53,-7.58
0.91,Premium,F,SI2,62.6,58.0,6.14,6.09,3.83,3746,3467.59,3508.64,6.77
1.5,Ideal,F,SI1,61.8,56.0,7.27,7.34,4.52,12389,10731.72,11673.82,6.13
0.33,Ideal,E,VS1,61.5,56.2,4.42,4.45,2.73,771,802.61,772.75,-0.23
0.39,Ideal,F,VVS2,61.8,55.0,4.68,4.75,2.92,1097,1211.44,1025.26,7.0
0.72,Good,F,VS2,63.5,55.0,5.7,5.74,3.63,2700,2876.47,2846.04,-5.13
1.03,Ideal,D,VS1,62.6,57.0,6.44,6.5,4.05,8645,7244.49,8637.4,0.09
2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,16589,22895.29,18030.85,-8.0
0.41,Ideal,F,VS2,62.7,56.0,4.78,4.72,2.98,1107,1082.61,1070.57,3.4
0.41,Very Good,F,VS1,58.6,61.0,4.83,4.87,2.84,1007,1109.97,907.83,10.92
1.51,Very Good,F,VS2,62.5,58.0,7.22,7.33,4.55,14165,12059.14,13764.98,2.91
0.29,Ideal,G,VS2,60.7,55.0,4.31,4.35,2.63,525,526.91,538.06,-2.43
0.5,Very Good,H,VS2,63.0,55.0,5.05,5.08,3.19,1209,1288.09,1292.61,-6.47
1.69,Very Good,J,I1,60.2,61.0,7.7,7.79,4.66,5182,4633.7,5092.87,1.75
1.74,Ideal,F,SI1,62.4,57.0,7.68,7.64,4.78,14775,14192.12,13904.09,6.26
0.55,Ideal,I,SI1,61.3,55.0,5.3,5.33,3.26,1134,1231.23,1235.65,-8.23
1.24,Premium,G,IF,60.5,60.0,6.95,6.91,4.19,10508,11558.14,10502.89,0.05
0.81,Ideal,E,SI2,61.8,56.0,6.0,5.97,3.7,3013,2964.66,2997.18,0.53
0.61,Premium,D,SI1,62.3,58.0,5.45,5.4,3.38,1976,2123.82,1946.2,1.53
0.51,Ideal,D,VS2,62.7,55.0,5.09,5.12,3.2,1787,1798.89,1804.16,-0.95
0.71,Ideal,F,VS1,62.1,56.0,5.69,5.75,3.55,3457,3263.64,3244.03,6.56
1.04,Very Good,H,VVS2,59.1,60.0,6.6,6.66,3.92,6166,6289.35,6332.02,-2.62
1.55,Premium,D,VS2,61.5,58.0,7.48,7.51,4.61,15991,14265.93,15719.57,1.73
0.33,Ideal,H,IF,61.4,54.0,4.47,4.49,2.75,838,895.66,852.56,-1.71
1.61,Ideal,I,SI1,62.7,55.0,7.48,7.54,4.71,9439,9304.98,9944.18,-5.08
0.5,Fair,F,VS1,56.4,62.0,5.31,5.22,2.97,1446,1434.91,1541.58,-6.2
1.06,Premium,E,SI1,59.2,60.0,6.64,6.6,3.92,4078,5679.87,5324.4,-23.41
1.1,Good,I,SI1,63.1,61.0,6.49,6.56,4.12,4133,4179.12,4442.57,-6.97
0.25,Very Good,F,VS1,60.7,57.0,4.06,4.09,2.47,480,437.27,450.34,6.59
1.0,Premium,I,VS1,60.3,62.0,6.46,6.41,3.88,3763,4615.2,4479.97,-16.0
1.65,Very Good,F,VS1,62.8,56.0,7.52,7.57,4.74,17425,15275.5,16797.34,3.74
0.52,Very Good,G,SI2,63.0,55.0,5.12,5.14,3.23,1049,1104.74,1099.0,-4.55
0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,2795,2855.25,2532.86,10.35
1.59,Good,F,SI1,63.6,57.0,7.39,7.43,4.71,11716,11020.74,10977.61,6.73
0.41,Ideal,F,VS1,61.3,55.0,4.83,4.79,2.95,1076,1160.49,1103.7,-2.51
0.71,Very Good,D,VS2,61.8,55.0,5.72,5.74,3.54,3084,3208.11,3175.0,-2.87
1.2,Very Good,F,VS2,62.6,56.0,6.73,6.78,4.23,8334,7823.4,8280.53,0.65
1.07,Ideal,D,SI1,60.7,57.0,6.61,6.64,4.02,6587,6258.29,6417.85,2.64
0.5,Good,F,VS2,59.7,63.0,5.08,5.1,3.04,1354,1447.62,1329.82,1.82
0.52,Very Good,G,VS1,61.1,58.0,5.16,5.19,3.16,1689,1622.28,1664.51,1.47
0.41,Very Good,E,SI2,61.9,55.0,4.77,4.8,2.96,683,786.73,710.37,-3.85
0.9,Premium,D,VS1,61.2,58.0,6.27,6.25,3.83,6441,5494.14,5875.91,9.62
0.7,Ideal,J,SI1,62.0,55.0,5.69,5.73,3.54,1815,1681.87,1824.54,-0.52
1.25,Ideal,F,VVS2,61.8,57.0,6.9,6.95,4.28,13623,10860.15,12084.36,12.73
0.73,Premium,F,SI2,58.3,58.0,5.95,5.91,3.46,2393,2289.73,2148.5,11.38
1.52,Very Good,D,SI2,60.6,62.0,7.37,7.42,4.48,9389,9818.9,9054.89,3.69
0.31,Premium,H,SI1,61.1,55.0,4.39,4.35,2.67,573,461.35,584.11,-1.9
0.61,Very Good,F,VS2,59.6,61.0,5.5,5.58,3.3,1971,2188.05,1935.13,1.85
0.67,Very Good,E,SI2,63.1,58.0,5.62,5.53,3.53,1244,1983.65,2051.3,-39.36
2.0,Premium,H,SI1,62.0,56.0,8.05,7.94,4.96,15096,15440.98,15133.86,-0.25
0.93,Premium,F,VS2,62.1,59.0,6.24,6.28,3.89,4961,4948.83,5194.47,-4.49
1.15,Premium,H,SI2,62.0,58.0,6.7,6.66,4.14,4830,4612.77,4414.51,9.41
0.43,Ideal,G,IF,62.1,54.0,4.83,4.87,3.01,1433,1608.95,1260.82,13.66
0.38,Ideal,I,VVS2,62.6,54.0,4.62,4.65,2.9,766,875.45,733.36,4.45
1.21,Ideal,J,VS2,59.6,57.0,6.98,6.94,4.15,4968,5469.06,4695.25,5.81
0.43,Ideal,E,SI1,62.3,57.0,4.78,4.82,2.99,792,1062.33,848.54,-6.66
1.28,Ideal,G,VVS2,61.2,54.0,7.03,7.06,4.31,10839,10609.02,11449.37,-5.33
1.03,Ideal,H,SI1,59.8,57.0,6.64,6.57,3.95,5018,4526.51,4746.09,5.73
1.11,Good,J,SI1,63.6,58.0,6.57,6.48,4.15,3916,3687.37,4026.8,-2.75
0.39,Ideal,G,IF,61.7,55.0,4.68,4.72,2.9,1154,1338.73,1189.55,-2.99
0.32,Ideal,F,VS2,61.6,55.0,4.4,4.43,2.72,645,678.88,659.54,-2.2
2.0,Premium,H,SI2,59.7,61.0,8.2,8.15,4.88,15451,13077.37,13673.09,13.0
0.42,Premium,H,SI1,60.9,58.0,4.85,4.84,2.95,898,817.29,827.14,8.57
0.58,Fair,E,SI1,64.4,57.0,5.26,5.24,3.38,1641,1588.07,1531.16,7.17
1.27,Premium,G,VS2,61.0,60.0,6.97,6.93,4.24,8705,8313.09,8321.61,4.61
0.55,Premium,F,VS2,59.7,58.0,5.37,5.31,3.19,1698,1840.52,1725.34,-1.58
0.51,Ideal,E,VS1,61.8,56.0,5.17,5.19,3.2,1851,1821.82,1928.42,-4.01
0.9,Very Good,E,SI2,58.7,63.0,6.23,6.2,3.65,2930,3457.89,3336.09,-12.17
0.33,Premium,E,VS2,62.0,59.0,4.41,4.39,2.73,928,732.09,853.03,8.79
1.21,Ideal,H,SI1,61.8,55.0,6.82,6.86,4.23,6727,6130.27,6235.24,7.89
1.51,Premium,H,SI1,61.5,58.0,7.38,7.31,4.52,8752,9095.83,9478.09,-7.66
0.41,Ideal,E,VVS2,61.4,57.0,4.76,4.79,2.93,1187,1385.41,1168.36,1.6
0.31,Premium,G,VVS1,61.4,58.0,4.35,4.32,2.66,1046,768.53,973.81,7.41
0.43,Very Good,E,VS1,61.9,53.0,4.86,4.89,3.02,1051,1263.69,1076.28,-2.35
0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,4900,4345.7,4808.36,1.91
0.72,Ideal,G,SI1,61.9,54.0,5.78,5.81,3.59,2548,2516.94,2580.83,-1.27
